Id,Name,Region,Add,Town,Px,Py
C1_315081300H_000255,二萬平,嘉義縣,嘉義縣605阿里山鄉,阿里山鄉,120.79073,23.50854
C1_315081300H_000498,木馬棧道,嘉義縣,嘉義縣604竹崎鄉,竹崎鄉,120.69716,23.50662
C1_315081300H_000499,下腳店仔步道,嘉義縣,嘉義縣604竹崎鄉,竹崎鄉,120.69672,23.50221
C1_315081300H_000501,太興飛瀑步道,嘉義縣,嘉義縣603梅山鄉,梅山鄉,120.63353,23.54947
C1_315081300H_000502,仙人堀步道,嘉義縣,嘉義縣603梅山鄉,梅山鄉,120.61174,23.56231
C1_315081400H_000001,大津瀑布,屏東縣,縣道185線沿山公路2k旁,三地門鄉,120.64546,22.86072
C1_315081400H_000004,地磨兒藝術園區公園,屏東縣,屏東縣三地門鄉,三地門鄉,120.65548,22.71837
C1_315081400H_000005,賽嘉樂園,屏東縣,屏東縣三地門鄉賽嘉村賽嘉巷120號,三地門鄉,120.63533,22.75221
C1_315081400H_000006,安坡觀光自行車道,屏東縣,沿屏185線沿山公路往北，從三地門鄉青山村路口標誌進入青山社區,三地門鄉,120.62721,22.81951
C1_315081400H_000007,德文風景區,屏東縣,屏東縣三地門鄉德文村,三地門鄉,120.70924,22.80017
C1_315081400H_000008,賽嘉社區步道,屏東縣,屏東縣三地門鄉賽嘉國小後方,三地門鄉,120.63993,22.74359
C1_315081400H_000009,尾寮山登山步道,屏東縣,屏東縣三地門鄉與高雄市茂林區的交界,三地門鄉,120.65259,22.86553
C1_315081400H_000010,三地門工藝步道,屏東縣,屏東縣三地門鄉三地部落至賽嘉部落,三地門鄉,120.64947,22.71419
C1_315081400H_000011,青葉部落,屏東縣,屏東縣三地門鄉沿山公路185線青葉部落,三地門鄉,120.63905,22.83769
C1_315081400H_000012,三地門文物館,屏東縣,屏東縣三地門鄉三地村中正路二段110號,三地門鄉,120.6547,22.71555
C1_315081400H_000013,中山公園,屏東縣,屏東縣三地門鄉三地村,三地門鄉,120.65538,22.71691
C1_315081400H_000014,賽嘉驛站,屏東縣,屏東縣三地門鄉賽嘉國小,三地門鄉,120.64006,22.74392
C1_315081400H_000015,岩板巷,屏東縣,屏東縣霧臺鄉霧台部落,霧臺鄉,120.73068,22.74538
C1_315081400H_000016,伊拉部落,屏東縣,屏東縣霧臺鄉台24線上， 經過三德檢查哨後過了第一號橋即抵達,三地門鄉,120.70705,22.75521
C1_315081400H_000017,霧台遊憩區,屏東縣,屏東縣霧臺鄉霧台村,霧臺鄉,120.73226,22.74467
C1_315081400H_000018,耶穌聖心堂,屏東縣,屏東縣霧臺鄉霧臺村神山巷61之3號,霧臺鄉,120.72962,22.74944
C1_315081400H_000019,杜巴男紀念館,屏東縣,屏東縣霧臺鄉霧台村岩板巷53號,霧臺鄉,120.73074,22.74558
C1_315081400H_000020,霧台基督長老教堂,屏東縣,屏東縣霧臺鄉霧台村9鄰中山巷76號,霧臺鄉,120.73106,22.74445
C1_315081400H_000021,魯凱族文物館,屏東縣,屏東縣霧臺鄉中山巷霧台59 號,霧臺鄉,120.73174,22.74463
C1_315081400H_000022,卡拉瓦石板屋,屏東縣,屏東縣霧台村活動中心的左側巷,霧臺鄉,120.72925,22.73522
C1_315081400H_000023,台灣原住民族文化園區,屏東縣,屏東縣瑪家鄉北葉村風景104號,瑪家鄉,120.65291,22.70694
C1_315081400H_000030,拉芙蘭藝術村,高雄市,高雄市桃源區拉芙蘭里拉芙蘭路20號,桃源區,120.81151,23.23853
C1_315081400H_000031,藤枝森林遊樂區,高雄市,高雄市桃源區寶山里寶山巷150號,桃源區,120.75465,23.06777
C1_315081400H_000032,布農文化展示中心,高雄市,桃源區梅山村三鄰梅山巷44之5號,桃源區,120.82599,23.26335
C1_315081400H_000033,桃源區原住民文物館,高雄市,高雄市桃源區南進巷180號,桃源區,120.76628,23.15921
C1_315081400H_000034,妙通寺,高雄市,高雄市六龜區寶建路62號,桃源區,120.68569,23.10071
C1_315081400H_000035,彩蝶谷,高雄市,六龜區紅水溪畔，省道台27甲線接高131線,六龜區,120.63935,23.01685
C1_315081400H_000036,妙崇寺,高雄市,高雄市六龜區興龍里舊潭3-3號,六龜區,120.6692,23.01072
C1_315081400H_000037,十八羅漢山,高雄市,省道台27甲線，位於新威到六龜公路的6個隧道中間,六龜區,120.63458,22.94436
C1_315081400H_000038,神威天台山,高雄市,高雄市六龜區三民路81號,六龜區,120.61725,22.88969
C1_315081400H_000039,新威景觀大橋,高雄市,位在台28線45Km處,六龜區,120.63811,22.89149
C1_315081400H_000040,浦來溪頭社戰道,高雄市,高雄市六龜區,六龜區,120.70149,23.10642
C1_315081400H_000041,諦願寺,高雄市,高雄市六龜區紅水坑11-1號,六龜區,120.63805,23.01013
C1_315081400H_000042,美輪山步道,高雄市,六龜不老溫泉的街上的慈祐宮旁,六龜區,120.68756,23.06654
C1_315081400H_000043,竹林休閒農業區,高雄市,六龜鄉寶來地區,六龜區,120.73245,23.10356
C1_315081400H_000044,寶來遊客中心（老樹廣場）,高雄市,高雄市六龜區寶來里寶來街1號,六龜區,120.69855,23.10754
C1_315081400H_000046,龜王岩,高雄市,高雄市六龜區,六龜區,120.63943,22.99319
C1_315081400H_000047,東溪大橋,高雄市,高雄市六龜區東溪大橋,六龜區,120.65413,23.00748
C1_315081400H_000048,新威森林公園,高雄市,高雄市六龜區新威171號,六龜區,120.6231,22.89071
C1_315081400H_000049,茂林入口意象公園,高雄市,高雄市茂林區,茂林區,120.6501,22.88064
C1_315081400H_000050,茂林遊客中心,高雄市,高雄市茂林區茂林里1鄰16號,茂林區,120.66352,22.88707
C1_315081400H_000051,多納高吊橋,高雄市,高雄市茂林區,茂林區,120.68927,22.91411
C1_315081400H_000052,紫蝶幽谷 （生態公園）,高雄市,高雄市茂林區,茂林區,120.66314,22.88766
C1_315081400H_000053,茂林谷,高雄市,高雄市茂林里東側之濁口溪與支流木勝溪之交會處,茂林區,120.67359,22.89138
C1_315081400H_000054,龍頭山,高雄市,高雄市茂林區高132 線12km附近,茂林區,120.68595,22.911
C1_315081400H_000055,蛇頭山,高雄市,高雄市茂林區往多納里,茂林區,120.69537,22.90729
C1_315081400H_000056,龍頭山遊憩區,高雄市,高雄市茂林區,茂林區,120.68946,22.90954
C1_315081400H_000057,情人谷,高雄市,高雄市茂林區,茂林區,120.66011,22.88041
C1_315081400H_000058,多納石板屋,高雄市,高雄市茂林區多納里,茂林區,120.71598,22.91088
C1_315081400H_000059,姿沙里沙里步道,高雄市,高雄市茂林區,茂林區,120.66442,22.88863
C1_315081400H_000062,茂林環境教育中心,高雄市,高雄市茂林區茂林里1鄰16號,茂林區,120.66323,22.88661
C1_315081400H_000063,禮納里部落,屏東縣,屏果縣瑪家鄉禮納里部落,內埔鄉,120.64645,22.70143
C1_315081400H_000064,涼山瀑布,屏東縣,屏東縣瑪家鄉,瑪家鄉,120.64698,22.6746
C1_315081400H_000066,桃花源,屏東縣,屏東縣瑪家鄉,瑪家鄉,120.68283,22.66541
C1_315081400H_000067,三和部落,屏東縣,屏東縣瑪家鄉,長治鄉,120.60862,22.70304
C1_315081400H_000068,北葉觀景台,屏東縣,屏東縣瑪家鄉,內埔鄉,120.64796,22.70881
C1_315081400H_000071,萬山部落,高雄市,萬山部落,茂林區,120.68134,22.90813
C1_315081400H_000073,新威遊客中心,高雄市,高雄市六龜區新威里新威171號,六龜區,120.6228,22.89067
C1_315081400H_000074,禮納里遊客中心,屏東縣,屏東縣瑪家鄉瑪家村和平路1段63號,內埔鄉,120.64406,22.6995
C1_315081400H_000078,不老步道,高雄市,不老步道,六龜區,120.68432,23.06716
C1_315081400H_000079,安坡部落,屏東縣,安坡部落,三地門鄉,120.6379,22.79801
C1_315081400H_000080,德萊公園,屏東縣,屏東縣三地門鄉德大道路,三地門鄉,120.70351,22.76398
C1_315081400H_000081,寶來溫泉區,高雄市,寶來溫泉區,六龜區,120.70075,23.10552
C1_315081400H_000082,不老溫泉渡假村,高雄市,不老溫泉渡假村,六龜區,120.68349,23.06622
C1_315081400H_000083,十八羅漢山服務區,高雄市,高雄市六龜區復興巷66號,六龜區,120.64184,22.95007
C1_315081400H_000084,水圳恩公祠,高雄市,水圳恩公祠,六龜區,120.62597,22.8969
C1_315081400H_000085,六龜隧道,高雄市,六龜隧道,六龜區,120.64138,22.94963
C1_315081400H_000086,多納部落,高雄市,多納部落,茂林區,120.71588,22.911
C1_315081400H_000137,彩虹山大佛,高雄市,彩虹山大佛,六龜區,120.67697,23.05534
C1_315081500H_000009,福德水車公園生態園區,新北市,新北市三芝區三芝遊客中心旁(三芝遊客中心地址:臺北縣三芝區埔坪里埔頭坑164-2號),三芝區,121.50617,25.24749
C1_315081500H_000013,麟山鼻遊憩區,新北市,新北市石門區德茂里下員坑(2號省道23公里處),石門區,121.51334,25.28467
C1_315081500H_000014,白沙灣水域遊憩區,新北市,新北市石門區德茂里下員坑(2號省道23公里處),石門區,121.51787,25.28422
C1_315081500H_000015,白沙灣遊客中心,新北市,新北市石門區德茂里下員坑33-6號,石門區,121.52016,25.28399
C1_315081500H_000016,富貴角遊憩區,新北市,新北市石門區富基里（2號省道25公里處，往富基漁港內進入）,石門區,121.53834,25.29247
C1_315081500H_000020,青山瀑布步道,新北市,新北市石門區尖山湖,石門區,121.56638,25.24043
C1_315081500H_000021,老梅綠石槽,新北市,新北市石門區老梅社區沿海,石門區,121.54537,25.29235
C1_315081500H_000027,中角沙珠灣,新北市,新北市金山區中角海灘,金山區,121.63436,25.23895
C1_315081500H_000030,獅頭山公園,新北市,新北市金山區公園路,金山區,121.64605,25.22597
C1_315081500H_000031,燭臺雙嶼,,新北市金山區獅頭山公園海濱,,121.6545,25.23291
C1_315081500H_000034,慈護宮,新北市,新北市金山區大同里金包里街10號(金山老街旁),金山區,121.64011,25.2202
C1_315081500H_000035,金包里古道,新北市,陽金公路大油坑至八煙之間,金山區,121.64627,25.22721
C1_315081500H_000036,金山舊機場遺址與李芑豐古宅,新北市,新北市金山區三界壇路,金山區,121.62021,25.22943
C1_315081500H_000039,金寶山與鄧麗君墓園 (鄧麗君紀念公園-筠園),新北市,新北市金山區西勢湖18號,金山區,121.6005,25.24866
C1_315081500H_000042,翡翠灣,新北市,新北市萬里區翡翠路,萬里區,121.68566,25.18954
C1_315081500H_000049,楞嚴閣,新北市,新北市五股區楞嚴閣,五股區,121.42489,25.12629
C1_315081500H_000050,開山院,新北市,新北市五股區開山院,五股區,121.42249,25.12644
C1_315081500H_000051,金包里老街,新北市,新北市金山區金包里街,金山區,121.63819,25.22193
C1_315081500H_000142,北海岸遊憩探索館,新北市,新北市石門區德茂里下員坑33-6號,石門區,121.5172,25.28408
C1_315081500H_000148,林梢步道,新北市,新北市五股區凌雲路3段130號,五股區,121.42649,25.12321
C1_315081500H_000152,大武崙砲台,基隆市,基隆市安樂區基金一路208巷19號(情人湖上方),安樂區,121.70556,25.15676
C1_315081500H_000188,金山萬里溫泉區,新北市,新北市金山區/萬里加投,萬里區,121.64222,25.21478
C1_315081500H_000227,芝蘭公園海上觀景平台,新北市,新北市三芝區後厝里北勢子20-6號(芝蘭公園旁),三芝區,121.47316,25.2534
C1_315081600H_000031,李萬居在地精神啟蒙館,雲林縣,雲林縣653口湖鄉梧北村復興路188號,口湖鄉,120.19098,23.54983
C1_315081600H_000035,東石漁人碼頭,嘉義縣,嘉義縣614東石鄉彩霞大道420號,東石鄉,120.13527,23.44876
C1_315081600H_000036,鰲鼓濕地,嘉義縣,嘉義縣614東石鄉鰲鼓村西方（四鼓社區）,東石鄉,120.14786,23.50763
C1_315081600H_000037,朴子溪口濕地(朴子溪出海口),嘉義縣,嘉義縣614東石鄉朴子溪往嘉168縣道前行至東石大橋段,東石鄉,120.17662,23.45894
C1_315081600H_000039,白水湖,嘉義縣,嘉義縣614東石鄉掌潭村白水湖,東石鄉,120.15202,23.40438
C1_315081600H_000040,布袋嘉應廟,嘉義縣,嘉義縣625布袋鎮九龍里2鄰入船路32號,布袋鎮,120.15735,23.37804
C1_315081600H_000041,布袋鹽場(布袋鹽山),嘉義縣,嘉義縣625布袋鎮新厝仔13號,布袋鎮,120.16863,23.38146
C1_315081600H_000042,貞愛親王殿下登陸紀念碑,嘉義縣,嘉義縣625布袋鎮岑海里入船路8號旁,布袋鎮,120.15685,23.37808
C1_315081600H_000044,新塭嘉應廟,嘉義縣,嘉義縣625布袋鎮復興里新塭81號,布袋鎮,120.16038,23.327
C1_315081600H_000045,魍港太聖宮,嘉義縣,嘉義縣625布袋鎮132號,布袋鎮,120.13832,23.33841
C1_315081600H_000047,布袋漁港觀光魚市,嘉義縣,嘉義縣625布袋鎮岑海里中山路3號,布袋鎮,120.15556,23.37948
C1_315081600H_000049,蘆竹溝觀光漁港,臺南市,臺南市727北門區三光里三灣寮,北門區,120.09629,23.23451
C1_315081600H_000050,馬沙溝海洋休閒運動渡假中心,臺南市,臺南市725將軍區平沙里13鄰平沙140號,將軍區,120.08395,23.21748
C1_315081600H_000051,將軍觀光漁港,臺南市,臺南市725將軍區平沙里156號、157號,將軍區,120.088,23.21052
C1_315081600H_000053,觀海樓,臺南市,臺南市724七股區潟湖(鹽埕海巡安檢所旁),七股區,120.07714,23.14489
C1_315081600H_000055,蚵寮漁港,臺南市,臺南市727北門區沿海低窪地區,北門區,120.1334,23.28544
C1_315081600H_000056,台灣烏腳病醫療紀念館,臺南市,臺南市727北門區永隆里27號,北門區,120.12371,23.2696
C1_315081600H_000057,北門潟湖,臺南市,臺南市727北門區永華里,北門區,120.10553,23.25973
C1_315081600H_000059,七股鹽山,臺南市,臺南市724七股區鹽埕里66號,七股區,120.1,23.15413
C1_315081600H_000062,龍山宮,臺南市,臺南市724七股區龍山里19鄰208號,七股區,120.11341,23.1383
C1_315081600H_000065,鄭成功紀念公園,臺南市,臺南市709安南區城西街2段372號,安南區,120.11482,23.05876
C1_315081600H_000066,土城正統鹿耳門聖母廟,臺南市,臺南市709安南區城安路160號,安南區,120.12751,23.06798
C1_315081600H_000067,鹿耳門天后宮,臺南市,臺南市709安南區媽祖宮一街136號,安南區,120.12446,23.03721
C1_315081600H_000070,台灣鹽博物館,臺南市,臺南市724七股區鹽埕里69號,七股區,120.10597,23.15542
C1_315081600H_000071,黑面琵鷺生態展示館,臺南市,臺南市724七股區十份里海埔47號,七股區,120.0627,23.08139
C1_315081600H_000074,北門提溴塔,臺南市,臺南市727北門區位於臺17線142KM處附近旁(近北門國小),北門區,120.12536,23.26184
C1_315081600H_000077,六孔碼頭,臺南市,臺南市724七股區三股里海埔18號,七股區,120.07863,23.12356
C1_315081600H_000081,七股海產街,臺南市,臺南市724七股區大埕里176縣道,七股區,120.11378,23.13818
C1_315081600H_000084,四草野生動物保護區,臺南市,臺南市709安南區四草大道上,安南區,120.13769,23.02954
C1_315081600H_000086,四草大眾廟,臺南市,臺南市709安南區大眾路360號,安南區,120.13513,23.01989
C1_315081600H_000087,青鯤鯓扇形鹽田,臺南市,臺南市725將軍區,將軍區,120.09017,23.19308
C1_315081600H_000089,東隆宮王爺信仰文物館,臺南市,臺南市727北門區三寮灣三光村127-3號,北門區,120.11175,23.23828
C1_315081600H_000092,成龍濕地,雲林縣,雲林縣653口湖鄉,口湖鄉,120.16444,23.5562
C1_315081600H_000094,雙春濱海遊憩區,臺南市,臺南市727北門區雙春村35-5號,北門區,120.11263,23.30551
C1_315081600H_000096,三寮灣東隆宮,臺南市,臺南市727北門區三光里95號,北門區,120.11188,23.23865
C1_315081600H_000138,錢來也雜貨店,臺南市,臺南市727北門區北門區舊埕187號,北門區,120.12399,23.26804
C1_315081600H_000140,東石自然生態展示館,嘉義縣,嘉義縣614東石鄉鰲鼓村12鄰四股54號,東石鄉,120.16079,23.50875
C1_315081600H_000145,篤加聚落文物展覽館,臺南市,臺南市724七股區篤加里篤加47–7號,七股區,120.1277,23.15947
C1_315081600H_000152,北門鹽場(北門舊埕州北場鹽田),臺南市,臺南市727北門區舊埕,北門區,120.12024,23.26671
C1_315081600H_000154,北門遊客中心(北門婚紗美地),臺南市,臺南市727北門區北門里200號,北門區,120.12397,23.26715
C1_315081600H_000247,東石先天宮,嘉義縣,嘉義縣614東石鄉猿樹村246號,東石鄉,120.14889,23.45708
C1_315081600H_000248,七股紅樹林保護區,臺南市,臺南市724七股區,七股區,120.08971,23.11839
C1_315081600H_000264,朴子市刺繡文化館,嘉義縣,嘉義縣613朴子市文明路10號,朴子市,120.24851,23.46807
C1_315081600H_000265,嘉義海巡服務區,嘉義縣,嘉義縣614東石鄉東石村22鄰觀海一路161號,東石鄉,120.13983,23.45048
C1_315081600H_000266,金湖休閒農業區,雲林縣,雲林縣653口湖鄉崇文路二段402巷50號,口湖鄉,120.17696,23.58168
C1_315081600H_000267,口湖遊客中心,雲林縣,雲林縣653口湖鄉梧南村光明路163號,口湖鄉,120.18228,23.54821
C1_315081600H_000268,南布袋濕地,嘉義縣,嘉義縣625布袋鎮布袋國中附近,布袋鎮,120.17788,23.36243
C1_315081600H_000270,萡子寮濱海遊憩區(萡子寮漁港),雲林縣,雲林縣654四湖鄉萡子寮,四湖鄉,120.14029,23.62132
C1_315081600H_000273,國聖港燈塔,臺南市,臺南市724七股區頂頭額沙洲,七股區,120.03587,23.1007
C1_315081600H_000299,青山漁港,臺南市,臺南市725將軍區南26鄉道101號,將軍區,120.0861,23.18967
C1_315081600H_000300,四草綠色隧道,臺南市,臺南市709安南區大眾路360號,安南區,120.13614,23.01963
C1_315081600H_000301,洲南鹽場,嘉義縣,嘉義縣625布袋鎮新厝仔402號,布袋鎮,120.16737,23.38386
C1_315081600H_000302,新來源醬園,嘉義縣,嘉義縣625布袋鎮新厝仔168號,布袋鎮,120.17025,23.3845
C1_315081600H_000303,布袋遊艇港,嘉義縣,嘉義縣625布袋鎮順安路168號,布袋鎮,120.15438,23.38467
C1_315081600H_000305,北門嶼基督教會,臺南市,臺南市727北門區永隆里北門31號,北門區,120.12398,23.26994
C1_315081600H_000306,北門自行車道,臺南市,臺南市727北門區,北門區,120.12305,23.26696
C1_315081600H_000309,外傘頂洲沙灘,,雲林縣653口湖鄉外海的外傘頂洲沙灘,,120.05804,23.47029
C1_315081600H_000356,好蝦冏男社,雲林縣,雲林縣653口湖鄉蕃薯厝興南段166-90號,水林鄉,120.2032,23.53367
C1_315081600H_000357,椬梧社區,雲林縣,雲林縣653口湖鄉梧北村復興路,口湖鄉,120.19079,23.55009
C1_315081600H_000369,井仔腳瓦盤鹽田,臺南市,臺南市727北門區復育鹽田西南郊,北門區,120.10757,23.25883
C1_315081600H_000372,鄭豐喜故居,雲林縣,雲林縣653口湖鄉後厝村67號,口湖鄉,120.19824,23.54444
C1_315081600H_000486,水晶教堂,臺南市,臺南市727北門區北門里200號,北門區,120.12267,23.26428
C1_315081600H_000489,洪通故居,臺南市,臺南市727北門區蚵寮1003之1號,北門區,120.14159,23.28177
C1_315081600H_000492,好美里3D海洋世界戶外美術館,嘉義縣,嘉義縣625布袋鎮虎尾寮132號(好美里太聖宮),布袋鎮,120.13772,23.33665
C1_315081600H_000493,高跟鞋教堂,嘉義縣,嘉義縣625布袋鎮海興街6號,布袋鎮,120.14875,23.37775
C1_315081600H_000511,七股遊客中心,臺南市,臺南市724七股區塩埕里塩埕102-8號,七股區,120.10309,23.15396
C1_315081600H_000517,馬沙溝3D彩繪村,臺南市,臺南市725將軍區平沙里54號,將軍區,120.09536,23.21714
C1_315081600H_000518,萡子寮「喔熊藝術村」,雲林縣,雲林縣654四湖鄉萡東村萡子寮118號之1,四湖鄉,120.15232,23.63029
C1_315081600H_000535,七股頂山賞鳥亭,臺南市,臺南市724七股區七股頂山南25,七股區,120.1128,23.17313
C1_315081600H_000558,布袋543故事館,嘉義縣,嘉義縣625布袋鎮入船路46號,布袋鎮,120.15683,23.37783
C1_315081600H_000560,四湖海清宮一線天自行車道,雲林縣,雲林縣654四湖鄉,四湖鄉,120.15305,23.65631
C1_315081600H_000562,椬梧滯洪池,雲林縣,雲林縣653口湖鄉,口湖鄉,120.17354,23.54148
C1_315081600H_000563,向禾休閒漁場（蔡牽海盜村）,嘉義縣,嘉義縣614東石鄉四股67-6號,東石鄉,120.14878,23.50778
C1_315081600H_001571,新岑公園,嘉義縣,嘉義縣625布袋鎮161縣道13號,布袋鎮,120.17284,23.34336
C1_315081700H_000001,官田水雉生態教育園區,臺南市,臺南市720官田區裕隆路,官田區,120.3131,23.18447
C1_315081700H_000010,斑芝花高爾夫俱樂部,臺南市,臺南市733東山區東原里斑芝花坑39號,東山區,120.44963,23.28655
C1_315081700H_000011,六重溪平埔文化園區,臺南市,臺南市732白河區六重里六重溪76-15號,白河區,120.46353,23.31243
C1_315081700H_000014,中興大學新化林場,臺南市,臺南市712新化區知義里口埤76號,新化區,120.35289,23.02676
C1_315081700H_000015,尖山埤江南渡假村,臺南市,臺南市736柳營區旭山里60號,柳營區,120.39231,23.26515
C1_315081700H_000022,臺南左鎮化石園區,臺南市,臺南市713左鎮區榮和里61-23號,左鎮區,120.38915,23.06425
C1_315081700H_000032,曾文水庫風景區,臺南市,臺南市715楠西區密枝里70號,楠西區,120.49685,23.21011
C1_315081700H_000033,白河林初埤木棉花道,臺南市,臺南市732白河區玉豐里林初埤,白河區,120.40994,23.37815
C1_315081700H_000036,中崙澐水溪溫泉,嘉義縣,嘉義縣606中埔鄉中崙村19-1號,中埔鄉,120.56207,23.37369
C1_315081700H_000037,八田與一紀念園區,臺南市,臺南市720官田區嘉南里66號,官田區,120.36467,23.21435
C1_315081700H_000040,南化遊客中心,臺南市,臺南市716南化區西埔里西埔1-3,南化區,120.47808,23.03684
C1_315081700H_000100,官田遊客中心(交通部觀光局西拉雅國家風景區管理處行政中心),臺南市,臺南市720官田區官田里福田路99號,官田區,120.33621,23.18853
C1_315081700H_000127,南瀛天文教育園區,臺南市,臺南市742大內區曲溪里34-2號,大內區,120.39172,23.11742
C1_315081700H_000150,二寮觀日出,臺南市,臺南市713左鎮區二寮里,左鎮區,120.41035,22.9954
C1_315081700H_000158,南寶高爾夫球場,臺南市,臺南市742大內區頭社里136號,大內區,120.37364,23.1517
C1_315081700H_000159,臺南高爾夫球場,臺南市,臺南市712新化區礁坑里100號,新化區,120.34085,23.03479
C1_315081700H_000160,臺南山上花園水道博物館,臺南市,臺南市743山上區山上里16 號,山上區,120.35999,23.09681
C1_315081700H_000161,李子園小舖,臺南市,臺南市733東山區高原里李子園93號,東山區,120.50625,23.28691
C1_315081800H_000018,南子吝步道,新北市,新北市瑞芳區,瑞芳區,121.88752,25.12019
C1_315081800H_000019,鼻頭港服務區,新北市,新北市瑞芳區鼻頭路,瑞芳區,121.91577,25.12278
C1_315081800H_000020,鼻頭龍洞地質公園,新北市,新北市瑞芳區台2線約84~85k,瑞芳區,121.8871,25.12123
C1_315081800H_000021,鼻頭角步道,新北市,新北市瑞芳區鼻頭路,瑞芳區,121.92143,25.12528
C1_315081800H_000036,永鎮海濱公園,宜蘭縣,宜蘭縣壯圍鄉永鎮村壯濱路四段382號(永鎮廟後方坡道上行約3分鐘),壯圍鄉,121.81562,24.7753
C1_315081800H_000037,大坑觀景台(灆咖啡),宜蘭縣,宜蘭縣頭城鎮大坑里協天路636巷36-2號,頭城鎮,121.83208,24.85644
C1_315081800H_000054,壯圍沙丘旅遊服務園區,宜蘭縣,宜蘭縣壯濱路二段196巷18號,壯圍鄉,121.81646,24.74386
C1_315081800H_000055,龍洞灣海洋公園,新北市,新北市貢寮區龍洞街(台二線85公里處),貢寮區,121.91764,25.11819
C1_315081800H_000056,龍洞四季灣,新北市,新北市貢寮區和美街48號,貢寮區,121.91827,25.10135
C1_315081800H_000057,龍洞灣岬步道,新北市,新北市貢寮區東北角龍洞灣南岸,貢寮區,121.92114,25.10513
C1_315081800H_000058,龍洞岩場,新北市,新北市貢寮區東北角龍洞灣南岸,貢寮區,121.92195,25.11342
C1_315081800H_000060,澳底海鮮街,新北市,新北市貢寮區真理里新港街,貢寮區,121.92696,25.05444
C1_315081800H_000061,藍灣海濱遊憩園區,新北市,新北市貢寮區研海街45號,貢寮區,121.9273,25.042
C1_315081800H_000062,龍門露營渡假基地,新北市,新北市貢寮區福隆里興隆街100號(臺二線100公里處),貢寮區,121.9386,25.01898
C1_315081800H_000066,卯澳漁村,新北市,新北市貢寮區福連里（濱海公路旁近三貂角）,貢寮區,121.98932,25.01345
C1_315081800H_000070,萊萊地質區,新北市,台2線110.4公里處,貢寮區,122.0036,25.00322
C1_315081800H_000071,萊萊秘境,新北市,新北市貢寮區蓬萊街2號,貢寮區,121.99421,25.00192
C1_315081800H_010057,石城服務區,宜蘭縣,宜蘭縣頭城鎮濱海路七段350號,頭城鎮,121.95932,24.98363
C1_315081800H_010058,大里天公廟(草嶺慶雲宮),宜蘭縣,宜蘭縣頭城鎮石城里濱海路七段33號,頭城鎮,121.92519,24.96955
C1_315081800H_010059,大里遊客中心,宜蘭縣,宜蘭縣頭城鎮濱海路七段11號 濱海公路118.5公里處(大里天公廟旁),頭城鎮,121.92463,24.96922
C1_315081800H_010061,桃源谷,新北市,新北市貢寮區與宜蘭縣頭城鎮交界處,貢寮區,121.89361,24.9664
C1_315081800H_010062,草嶺古道芒花館,宜蘭縣,宜蘭縣頭城鎮濱海路七段11號 濱海公路121.3公里處(大里天公廟旁),頭城鎮,121.92494,24.96979
C1_315081800H_010063,大溪漁港,宜蘭縣,宜蘭縣頭城鎮大溪里外大溪路375號,頭城鎮,121.90153,24.94116
C1_315081800H_010064,蜜月灣,宜蘭縣,宜蘭縣頭城鎮合興路66號,頭城鎮,121.88469,24.93556
C1_315081800H_010065,北關休閒農場,宜蘭縣,宜蘭縣頭城鎮更新路205號,頭城鎮,121.86295,24.90363
C1_315081800H_010066,北關海潮公園,宜蘭縣,宜蘭縣頭城鎮濱海路四段10號,頭城鎮,121.87702,24.91074
C1_315081800H_010068,藏酒酒莊,宜蘭縣,宜蘭頭城鎮更新路126-50號,頭城鎮,121.84962,24.90903
C1_315081800H_010069,外澳服務區,宜蘭縣,宜蘭縣頭城鎮濱海路二段6號,頭城鎮,121.8415,24.87804
C1_315081800H_010070,烏石港,宜蘭縣,宜蘭縣頭城鎮港口里港口路,頭城鎮,121.83559,24.87119
C1_315081800H_010071,烏石港遊客中心,宜蘭縣,宜蘭縣頭城鎮港口路15號之30,頭城鎮,121.83588,24.87093
C1_315081800H_010072,龜山島賞鯨豚,宜蘭縣,宜蘭縣頭城鎮烏石港(遊艇區搭船處),頭城鎮,121.84012,24.86948
C1_315081800H_010073,龜山島生態旅遊,宜蘭縣,宜蘭縣頭城鎮烏石港(遊艇區搭船處),頭城鎮,121.84012,24.86948
C1_315081800H_010074,竹安溪口,宜蘭縣,宜蘭縣頭城鎮竹安溪口,頭城鎮,121.82604,24.84136
C1_315081800H_010075,頭城農場,宜蘭縣,宜蘭縣頭城鎮更新里更新路125-1號,頭城鎮,121.84946,24.90714
C1_315081800H_010076,宜蘭濱海自行車道,宜蘭縣,宜蘭縣壯圍鄉 東港、公館、永鎮、大福等海邊村落,壯圍鄉,121.82818,24.71743
C1_315081800H_010077,蘭陽溪口,宜蘭縣,宜蘭縣壯圍鄉廍後路12-6號,壯圍鄉,121.83136,24.71819
C1_315081800H_010078,東港榕樹公園,宜蘭縣,宜蘭縣壯圍鄉廍後路2號(濱海自行車道南端出入口),壯圍鄉,121.82699,24.7172
C1_315081800H_010083,無尾港水鳥保護區,宜蘭縣,宜蘭縣蘇澳鎮港邊里嶺腳路137號,蘇澳鎮,121.85395,24.61416
C1_315081800H_010084,蘇澳冷泉,宜蘭縣,宜蘭縣蘇澳鎮冷泉路6-4號,蘇澳鎮,121.8499,24.59932
