Id,Name,Region,Add,Town,Px,Py
C1_313020000G_000026,宏亞食品巧克力觀光工廠,桃園市,桃園縣八德市建國路386號,八德區,121.297187,24.943325
C1_313020000G_000105,台灣金屬創意館,臺南市,台南市永康區永科環路598號,永康區,120.275724,23.045063
C1_313020000G_000136,臺灣菸酒(股)公司林口觀光酒廠,桃園市,桃園縣龜山鄉文化一路55號,龜山區,121.375231,25.056168
C1_315080500H_000007,水璉、牛山海岸,花蓮縣,花蓮縣974壽豐鄉牛山39之5號,壽豐鄉,121.5694,23.76344
C1_315080500H_000012,石梯坪,花蓮縣,花蓮縣977豐濱鄉石梯坪52號,豐濱鄉,121.51173,23.48525
C1_315080500H_000014,長虹橋,花蓮縣,花蓮縣977豐濱鄉台11線68公里處,豐濱鄉,121.48904,23.46845
C1_315080500H_000015,北回歸線,花蓮縣,花蓮縣977豐濱鄉台11線70.5公里處,豐濱鄉,121.49617,23.45141
C1_315080500H_000016,金樽,臺東縣,臺東縣959東河鄉七里橋11號,東河鄉,121.27975,22.9451
C1_315080500H_000028,加路蘭,臺東縣,臺東縣950臺東市台11線157公里處,臺東市,121.197,22.8065
C1_315080500H_000034,都蘭,臺東縣,臺東縣959東河鄉都蘭61號,東河鄉,121.22765,22.87416
C1_315080500H_000035,成功新港漁港,臺東縣,臺東縣961成功鎮港邊路19號,成功鎮,121.37685,23.1032
C1_315080500H_000042,阿美族民俗中心,臺東縣,臺東縣961成功鎮新村路25號,成功鎮,121.3255,23.01779
C1_315080500H_000068,紫坪,,臺東縣951綠島鄉溫泉路256號,,121.49991,22.63394
C1_315080500H_000073,帆船鼻大草原,,臺東縣951綠島鄉溫泉路167號,,121.5069,22.63366
C1_315080500H_000098,哈巴狗與睡美人岩,,臺東縣951綠島鄉環島公路8公里處,,121.50952,22.65502
C1_315080500H_000101,國家人權博物館-白色恐怖綠島紀念園區,臺東縣,臺東縣951綠島鄉將軍岩20號,綠島鄉,121.49626,22.67518
C1_315080500H_000102,牛頭山、樓門岩,臺東縣,臺東縣951綠島鄉環島公路6公里處,綠島鄉,121.50767,22.67675
C1_315080500H_000162,樟原,臺東縣,臺東縣962長濱鄉樟原路67號,長濱鄉,121.4828,23.41314
C1_315080500H_000163,富山漁業資源保育區,臺東縣,臺東縣954卑南鄉杉原20號,卑南鄉,121.18577,22.83271
C1_315080500H_000167,柴口浮潛區,,臺東縣951綠島鄉環島公路2公里處,,121.48278,22.67792
C1_315080500H_000206,美山驛站,臺東縣,臺東縣961成功鎮美山路139-2號,成功鎮,121.39992,23.15562
C1_315080500H_000207,花蓮遊客中心,花蓮縣,花蓮縣974壽豐鄉鹽寮村大坑5號,壽豐鄉,121.60241,23.90455
C1_315080500H_000209,秀姑巒溪遊客中心,花蓮縣,花蓮縣978瑞穗鄉中山路三段215號,瑞穗鄉,121.4012,23.48888
C1_315080500H_000210,八仙洞遊客中心,臺東縣,臺東縣962長濱鄉三間村水母丁1-4號,長濱鄉,121.47724,23.39642
C1_315080500H_000211,三仙台遊客中心,臺東縣,臺東縣961成功鎮三仙里基翬路87號,成功鎮,121.4071,23.12326
C1_315080500H_000212,小野柳遊客中心,臺東縣,臺東縣950臺東市松江路一段500號,臺東市,121.19607,22.79564
C1_315080500H_000213,綠島遊客中心,臺東縣,臺東縣951綠島鄉南寮村298號,綠島鄉,121.4689,22.66859
C1_315080500H_000214,都歷遊客中心,臺東縣,臺東縣961成功鎮信義里新村路25號,成功鎮,121.32488,23.02011
C1_315080500H_000231,奚卜蘭遊客中心(新太平洋一號店),花蓮縣,花蓮縣977豐濱鄉靜浦村靜浦8-1號,豐濱鄉,121.48854,23.46663
C1_315080500H_000233,月光小棧,臺東縣,臺東縣959東河鄉都蘭村46鄰20號,東河鄉,121.21055,22.88752
C1_315080500H_000234,比西里岸,臺東縣,臺東縣950臺東市白守蓮社區,成功鎮,121.40076,23.12967
C1_315080500H_000235,宜灣卡片教堂,臺東縣,臺東縣961成功鎮博愛里宜灣路11號,成功鎮,121.39645,23.20697
C1_315080500H_000236,金剛大道,臺東縣,臺東縣962長濱鄉長光社區忠勇自行車步道(東13線，長光產業道路),長濱鄉,121.44752,23.3303
C1_315080500H_000237,鹽寮,花蓮縣,花蓮縣974壽豐鄉鹽寮村,壽豐鄉,121.6038,23.90294
C1_315080500H_000240,成功海洋環境教室,臺東縣,臺東縣961成功鎮成功鎮港邊路1-5號1樓,成功鎮,121.38297,23.09778
C1_315080500H_000243,成功海濱公園,臺東縣,臺東縣961成功鎮民富路,成功鎮,121.38497,23.10405
C1_315080500H_000264,台東-都歷園區,臺東縣,臺東縣961成功鎮新村路,成功鎮,121.32398,23.01267
C1_315080600H_000002,吉貝嶼,澎湖縣,澎湖縣白沙鄉吉貝嶼,白沙鄉,119.60246,23.73025
C1_315080600H_000003,姑婆嶼,澎湖縣,澎湖縣白沙鄉姑婆嶼,白沙鄉,119.5563,23.7157
C1_315080600H_000005,員貝嶼,澎湖縣,澎湖縣白沙鄉員貝嶼,白沙鄉,119.632,23.6472
C1_315080600H_000006,小白沙嶼,澎湖縣,澎湖縣白沙鄉小白沙嶼,白沙鄉,119.66664,23.67845
C1_315080600H_000007,鳥嶼,澎湖縣,澎湖縣白沙鄉鳥嶼,白沙鄉,119.65943,23.66186
C1_315080600H_000009,望安綠蠵龜觀光保育中心,澎湖縣,澎湖縣望安鄉東安村1號之4,望安鄉,119.50352,23.35805
C1_315080600H_000010,虎井嶼北回歸線追日大道,澎湖縣,澎湖縣馬公市虎井里,馬公市,119.51441,23.4864
C1_315080600H_000012,重光里˙凌霄寶塔,澎湖縣,澎湖縣馬公市重光里西方，鄰澎35鄉道,馬公市,119.56792,23.58428
C1_315080600H_000013,西衛里˙塔尖,,澎湖縣馬公市西衛漁港北側，西衛里社區活動中心旁潮間帶,,119.58364,23.58156
C1_315080600H_000017,嵵裡里˙石敢當,澎湖縣,澎湖縣馬公市嵵裡沙灘東邊，西營旁,馬公市,119.568,23.52603
C1_315080600H_000021,小門村˙鐵鑠石塔,澎湖縣,澎湖縣西嶼鄉小門村落西方山丘上,西嶼鄉,119.515,23.65328
C1_315080600H_000023,內垵村˙塔公塔婆,澎湖縣,澎湖縣西嶼鄉內垵北港南側,西嶼鄉,119.499,23.57392
C1_315080600H_000025,外垵村˙三仙塔,澎湖縣,澎湖縣西嶼鄉外垵村落西側山崖上,西嶼鄉,119.477,23.56228
C1_315080600H_000029,後寮村˙石敢當,澎湖縣,澎湖縣白沙鄉後寮村威靈宮之西側,白沙鄉,119.575,23.66744
C1_315080600H_000037,紅羅村˙石敢當,澎湖縣,澎湖縣湖西鄉紅羅北極殿東方澎41鄉道段上,湖西鄉,119.645,23.58644
C1_315080600H_000040,沙港村˙石敢當,澎湖縣,澎湖縣湖西鄉沙港村內計有16處石敢當,湖西鄉,119.625,23.60169
C1_315080600H_000042,臺華輪碼頭,澎湖縣,澎湖縣馬公市臨海路36-1號,馬公市,119.56079,23.56233
C1_315080600H_000043,馬公港 漁人碼頭,澎湖縣,澎湖縣馬公市澎湖縣馬公市臨海路,馬公市,119.56816,23.56373
C1_315080600H_000044,竹灣,澎湖縣,澎湖縣西嶼鄉竹灣村,西嶼鄉,119.51367,23.63243
C1_315080600H_000047,西嶼西臺遊客中心,澎湖縣,澎湖縣西嶼鄉外垵村1鄰1之15號,西嶼鄉,119.48994,23.56509
C1_315080600H_000048,澎湖天后宮,澎湖縣,澎湖縣馬公市正義街1號,馬公市,119.56403,23.56468
C1_315080600H_000050,萬軍井,澎湖縣,澎湖縣馬公市中央街1 巷11號,馬公市,119.56414,23.5645
C1_315080600H_000051,中央街,澎湖縣,澎湖縣馬公市中央街,馬公市,119.56487,23.56487
C1_315080600H_000052,順承門,澎湖縣,澎湖縣馬公市中山路（馬公商港旁）,馬公市,119.56226,23.56307
C1_315080600H_000054,眷村文化園區,澎湖縣,澎湖縣馬公市新復里,馬公市,119.55825,23.56282
C1_315080600H_000055,南海遊客中心,澎湖縣,澎湖縣馬公市光復里1鄰新營路25號,馬公市,119.57251,23.56647
C1_315080600H_000058,菜園休閒漁業區,,澎湖縣馬公市菜園里,,119.5953,23.55011
C1_315080600H_000059,鎖港南北石塔,澎湖縣,澎湖縣馬公市鎖港里,馬公市,119.60254,23.52551
C1_315080600H_000063,蛇頭山,澎湖縣,澎湖縣馬公市蛇頭山,馬公市,119.54731,23.551
C1_315080600H_000064,東衛石雕公園,澎湖縣,澎湖縣馬公市東衛村,馬公市,119.59767,23.57018
C1_315080600H_000065,虎井嶼遊憩區,澎湖縣,澎湖縣馬公市虎井嶼,馬公市,119.51352,23.48449
C1_315080600H_000066,桶盤地質公園,澎湖縣,澎湖縣馬公市桶盤里桶盤地質公園,馬公市,119.52115,23.50954
C1_315080600H_000067,澎湖機場旅遊服務中心,澎湖縣,澎湖縣湖西鄉隘門村126-5號,湖西鄉,119.6297,23.56062
C1_315080600H_000068,隘門沙灘,,澎湖縣湖西鄉隘門村,,119.63929,23.55539
C1_315080600H_000070,菓葉觀日樓,澎湖縣,澎湖縣湖西鄉菓葉村,湖西鄉,119.68093,23.57884
C1_315080600H_000071,北寮遊憩區,澎湖縣,澎湖縣湖西鄉北寮村,湖西鄉,119.67143,23.5967
C1_315080600H_000072,青螺溼地,澎湖縣,澎湖縣湖西鄉青螺溼地,湖西鄉,119.64715,23.59918
C1_315080600H_000073,中屯風力園區,澎湖縣,澎湖縣白沙鄉中屯村,白沙鄉,119.6058,23.6204
C1_315080600H_000074,岐頭遊客中心,澎湖縣,澎湖縣白沙鄉岐頭村16-5號,白沙鄉,119.60928,23.64952
C1_315080600H_000075,北海遊客中心,澎湖縣,澎湖縣白沙鄉赤崁村37之4號,白沙鄉,119.60354,23.66879
C1_315080600H_000076,後寮遊客中心,澎湖縣,澎湖縣白沙鄉後寮村104之18號,白沙鄉,119.57081,23.67096
C1_315080600H_000078,澎湖跨海大橋,澎湖縣,澎湖縣白沙鄉通西嶼鄉橋樑,白沙鄉,119.54639,23.64831
C1_315080600H_000079,吉貝遊客中心,澎湖縣,澎湖縣白沙鄉吉貝村182之2號,白沙鄉,119.61164,23.73883
C1_315080600H_000080,小門嶼,澎湖縣,澎湖縣西嶼鄉小門村,西嶼鄉,119.52092,23.65114
C1_315080600H_000081,小門地質探索館,澎湖縣,澎湖縣西嶼鄉小門村11號,西嶼鄉,119.51725,23.65388
C1_315080600H_000082,二崁傳統聚落保存區,澎湖縣,澎湖縣西嶼鄉二崁傳統聚落保存區,西嶼鄉,119.51885,23.6045
C1_315080600H_000085,西嶼東臺軍事史蹟園區,澎湖縣,澎湖縣西嶼鄉內垵村,西嶼鄉,119.50717,23.56843
C1_315080600H_000086,西嶼西臺,澎湖縣,澎湖縣西嶼鄉西嶼西臺,西嶼鄉,119.48963,23.56444
C1_315080600H_000087,漁翁島燈塔,澎湖縣,澎湖縣西嶼鄉外垵村35鄰195號,西嶼鄉,119.46905,23.56254
C1_315080600H_000088,七美遊客中心,澎湖縣,澎湖縣七美鄉南港村26-4號,七美鄉,119.42519,23.196
C1_315080600H_000092,大獅風景區,澎湖縣,澎湖縣七美鄉大獅風景區,七美鄉,119.43535,23.20079
C1_315080600H_000093,龍埕,澎湖縣,澎湖縣七美鄉龍埕,七美鄉,119.43753,23.20174
C1_315080600H_000095,雙心石滬,,澎湖縣七美鄉雙心石滬,,119.44697,23.22022
C1_315080600H_000096,南嶼城,澎湖縣,澎湖縣七美鄉海豐村,七美鄉,119.43534,23.20878
C1_315080600H_000098,網垵口沙灘,澎湖縣,澎湖縣望安鄉網垵口沙灘,望安鄉,119.50316,23.35598
C1_315080600H_000099,花宅聚落(中社村),澎湖縣,澎湖縣望安鄉花宅聚落(中社村),望安鄉,119.49601,23.37013
C1_315080600H_000100,天台山,澎湖縣,澎湖縣望安鄉天台山,望安鄉,119.49371,23.3807
C1_315080600H_000101,鴛鴦窟、藏軍洞,澎湖縣,澎湖縣望安鄉鴛鴦窟、藏軍洞,望安鄉,119.50047,23.35742
C1_315080600H_000102,將軍澳嶼,澎湖縣,澎湖縣望安鄉將軍澳嶼,望安鄉,119.52769,23.36662
C1_315080600H_000104,澎湖廳憲兵隊,澎湖縣,澎湖縣馬公市民族路22號,馬公市,119.56396,23.56519
C1_315080600H_000105,馬公金龜頭礮臺,澎湖縣,澎湖縣馬公市介壽路7號,馬公市,119.56074,23.56417
C1_315080800H_000012,新光兆豐休閒農場,花蓮縣,花蓮縣975鳳林鎮林榮里永福街20號,鳳林鎮,121.46304,23.802
C1_315080800H_000014,鳳凰山莊(賽斯村),花蓮縣,花蓮縣975鳳林鎮鳳凰路300號,鳳林鎮,121.42556,23.75669
C1_315080800H_000015,菸樓文化聚落,花蓮縣,花蓮縣975鳳林鎮大榮里及北林里,鳳林鎮,121.45708,23.74422
C1_315080800H_000016,箭瑛公園,花蓮縣,花蓮縣975鳳林鎮,鳳林鎮,121.48866,23.73161
C1_315080800H_000027,瑞穗泛舟服務中心,花蓮縣,花蓮縣978瑞穗鄉瑞良村中山路3段215號 (瑞穗火車站前直走大約5公里於193線88k處),瑞穗鄉,121.40171,23.48798
C1_315080800H_000028,瑞穗、紅葉地區溫泉,花蓮縣,花蓮縣978瑞穗鄉(紅葉地區的溫泉屬萬榮鄉行政區，前往需從瑞穗鄉的溫泉路往中央山脈方向，臺9線269.8K西側轉入),萬榮鄉,121.34467,23.49528
C1_315080800H_000032,北回歸線標誌公園,花蓮縣,花蓮縣978瑞穗鄉舞鶴村 (臺9線大約260K東側),瑞穗鄉,121.3574,23.46573
C1_315080800H_000036,安通溫泉區,花蓮縣,花蓮縣981玉里鎮樂合里,玉里鎮,121.34227,23.28032
C1_315080800H_000039,羅山遊憩區,花蓮縣,花蓮縣983富里鄉羅山村9鄰東湖39號,富里鄉,121.27619,23.20161
C1_315080800H_000044,池上牧野渡假村,臺東縣,臺東縣958池上鄉新興村110號(約臺九線323.2K西側轉入),池上鄉,121.19633,23.10913
C1_315080800H_000052,鹿野觀光茶園,臺東縣,臺東縣955鹿野鄉高臺路46號,鹿野鄉,121.13414,22.92669
C1_315080800H_000055,布農部落休閒農場,臺東縣,臺東縣953延平鄉桃源村11鄰191號,延平鄉,121.09081,22.90556
C1_315080800H_000059,臺東原生應用植物園,臺東縣,臺東縣954卑南鄉明峰村試驗場8號,卑南鄉,121.10422,22.85335
C1_315080800H_000169,霧鹿峽谷,臺東縣,臺東縣957海端鄉(臺9線323K連接臺20甲線，然後接臺20線-南橫公路進入),海端鄉,121.0393,23.17381
C1_315080800H_000188,山里車站與山里教堂,臺東縣,臺東縣954卑南鄉嘉豐村山里路108號,卑南鄉,121.13782,22.86188
C1_315080800H_000189,鈺展苗圃（落羽松秘境）,花蓮縣,花蓮縣974壽豐鄉平和部落聯絡道路131號,壽豐鄉,121.52529,23.89104
C1_315080800H_000190,雲山水植物農場,花蓮縣,花蓮縣974壽豐鄉豐坪路二段2巷201弄88號,壽豐鄉,121.5087,23.8332
C1_315080800H_000191,興泉圳風鈴木,花蓮縣,花蓮縣976光復鄉,光復鄉,121.3866,23.59305
C1_315080800H_000192,拉索埃生態園區,花蓮縣,花蓮縣976光復鄉大進街15巷(光復糖廠的後方),光復鄉,121.42261,23.64948
C1_315080800H_000193,大農大富平地森林園區,花蓮縣,花蓮縣976光復鄉農場路31號,光復鄉,121.41773,23.61485
C1_315080800H_000194,富興森林小火車,花蓮縣,花蓮縣978瑞穗鄉,瑞穗鄉,121.3995,23.58095
C1_315080800H_000195,東里車站與東里鐵馬驛站,花蓮縣,花蓮縣983富里鄉大莊路211號,富里鄉,121.30413,23.2689
C1_315080800H_000196,玉富自行車道,花蓮縣,花蓮縣981玉里鎮,玉里鎮,121.31115,23.32871
C1_315080800H_000198,武陵綠色隧道,臺東縣,臺東縣955鹿野鄉台9線永嶺路,鹿野鄉,121.1253,22.95945
C1_315080800H_000200,鹿野崑慈堂,臺東縣,臺東縣955鹿野鄉龍田村光榮路308號,鹿野鄉,121.12048,22.90457
C1_315080800H_000201,吉安慶修院,花蓮縣,花蓮縣973吉安鄉吉安村中興路345之1號,吉安鄉,121.56487,23.97395
C1_315080800H_000202,吉利潭,花蓮縣,花蓮縣976光復鄉大馬村,光復鄉,121.39704,23.67975
C1_315080800H_000203,霧鹿砲台,臺東縣,臺東縣957海端鄉 霧鹿村2鄰12號,海端鄉,121.04044,23.16988
C1_315080800H_000204,吉蒸牧場,花蓮縣,花蓮縣978瑞穗鄉中山路三段230號,瑞穗鄉,121.40037,23.49107
C1_315080800H_000205,鯉魚潭遊客中心,花蓮縣,花蓮縣974壽豐鄉環潭北路100號,壽豐鄉,121.50794,23.93499
C1_315080800H_000206,鶴岡遊客中心,花蓮縣,花蓮縣978瑞穗鄉鶴岡村17鄰興鶴路二段168號,瑞穗鄉,121.39087,23.52407
C1_315080800H_000207,羅山遊客中心,花蓮縣,花蓮縣983富里鄉9鄰東湖39號,富里鄉,121.2759,23.20164
C1_315080800H_000208,鹿野遊客中心,臺東縣,臺東縣955鹿野鄉永安村高台路46號,鹿野鄉,121.12508,22.92384
C1_315080800H_000209,卑南遊客中心,臺東縣,臺東縣954卑南鄉賓朗村16鄰賓朗路286號,卑南鄉,121.09483,22.80112
C1_315080800H_000210,東華大學,花蓮縣,花蓮縣974壽豐鄉大學路二段一號,壽豐鄉,121.5418,23.89754
C1_315080800H_000211,紅葉菸樓,花蓮縣,花蓮縣978瑞穗鄉溫泉路二段210巷,瑞穗鄉,121.35849,23.49432
C1_315080800H_000212,馬太鞍休閒農業區,花蓮縣,花蓮縣976光復鄉大全村大全街 (大約於臺9線250K西側轉入),光復鄉,121.41131,23.65915
C1_315080900H_000007,玩樂大鵬灣,屏東縣,屏東縣東港鎮大鵬里大潭路 169 號,東港鎮,120.47953,22.45579
C1_315080900H_000019,環灣自行車道,屏東縣,屏東縣東港鎮環灣自行車道,東港鎮,120.47954,22.45587
C1_315080900H_000052,海神樂園佳樂水,屏東縣,屏東縣滿洲鄉滿州村中山路43號,滿州鄉,120.86396,21.9945
C1_315080900H_000180,大鵬灣遊客中心,屏東縣,屏東縣東港鎮大鵬里大潭路169號,東港鎮,120.47881,22.45642
C1_315080900H_000182,東隆宮,屏東縣,屏東縣東港鎮東隆街21-1號,東港鎮,120.44872,22.46308
C1_315080900H_000183,東港魚市場,屏東縣,屏東縣東港鎮新生三路175號,新園鄉,120.44257,22.46809
C1_315080900H_000184,東港漁港漁產品直銷中心(原華僑市場),屏東縣,屏東縣東港鎮朝隆路39號,新園鄉,120.44256,22.46792
C1_315080900H_000187,鵬灣跨海大橋,屏東縣,屏東縣東港鎮鵬灣跨海大橋,東港鎮,120.45474,22.44905
C1_315080900H_000188,濱灣公園(帆船基地),屏東縣,屏東縣東港鎮濱灣公園,東港鎮,120.47736,22.43659
C1_315080900H_000190,紅樹林濕地生態公園,屏東縣,屏東縣東港鎮紅樹林濕地生態公園,東港鎮,120.4554,22.45091
C1_315080900H_000191,人工溼地公園,屏東縣,屏東縣東港鎮人工溼地公園,東港鎮,120.45572,22.45104
C1_315080900H_000192,潟湖,屏東縣,屏東縣東港鎮大鵬灣潟湖,東港鎮,120.47367,22.44824
C1_315080900H_000193,蚵殼島,屏東縣,屏東縣東港鎮蚵殼島,東港鎮,120.47055,22.44241
C1_315080900H_000194,大潭濕地,屏東縣,屏東縣東港鎮大潭路5-5號,東港鎮,120.48967,22.4531
C1_315080900H_000195,鵬村濕地,屏東縣,屏東縣林邊鄉鵬村濕地,東港鎮,120.49979,22.4515
C1_315080900H_000196,右岸濕地,屏東縣,屏東縣東港鎮右岸濕地,東港鎮,120.49099,22.44378
C1_315080900H_000197,左岸溼地,屏東縣,屏東縣東港鎮左岸溼地,東港鎮,120.49156,22.43821
C1_315080900H_000198,崎峰濕地,屏東縣,屏東縣東港鎮崎峰濕地,林邊鄉,120.49008,22.43207
C1_315080900H_000199,東港海鮮街,屏東縣,屏東縣東港鎮光復路三段,東港鎮,120.44925,22.46488
C1_315080900H_000201,烏鬼洞,屏東縣,屏東縣琉球鄉烏鬼洞,琉球鄉,120.35573,22.33028
C1_315080900H_000202,蛤板灣沙灘,屏東縣,屏東縣琉球鄉蛤板灣沙灘,琉球鄉,120.36022,22.33456
C1_315080900H_000203,白燈塔,屏東縣,屏東縣琉球鄉白燈塔,琉球鄉,120.36623,22.32888
C1_315080900H_000205,美人洞,屏東縣,屏東縣琉球鄉美人洞,琉球鄉,120.37319,22.35358
C1_315080900H_000206,山豬溝,屏東縣,屏東縣琉球鄉山豬溝生態步道,琉球鄉,120.36247,22.33844
C1_315080900H_000207,厚石裙礁,屏東縣,屏東縣琉球鄉厚石裙礁,琉球鄉,120.36119,22.32275
C1_315080900H_000208,碧雲寺,屏東縣,屏東縣琉球鄉大福村和平路61號,琉球鄉,120.36987,22.33759
C1_315080900H_000209,三隆宮,屏東縣,屏東縣琉球鄉中山路45號,琉球鄉,120.37717,22.34708
C1_315080900H_000210,大寮(大福)漁港,屏東縣,屏東縣琉球鄉大寮漁港,琉球鄉,120.37396,22.33444
C1_315080900H_000212,中澳沙灘,屏東縣,屏東縣琉球鄉中澳沙灘,琉球鄉,120.38764,22.35093
C1_315080900H_000213,琉球管理站暨遊客中心,屏東縣,屏東縣琉球鄉民族路20-1號,琉球鄉,120.3812,22.35435
C1_315080900H_000214,多仔坪潮間帶,屏東縣,屏東縣琉球鄉多仔坪潮間帶,琉球鄉,120.3653,22.34978
C1_315080900H_000220,四重溪溫泉區,屏東縣,屏東縣車城鄉四重溪溫泉區,車城鄉,120.75028,22.09583
C1_315080900H_000223,恆春古城門,屏東縣,東門-恆春鎮東門路;西門-恆春鎮中山路;南門-恆春鎮恆南路;北門-恆春鎮北門路,恆春鎮,120.7448,22.00085
C1_315080900H_000225,七孔瀑布,屏東縣,屏東縣滿洲鄉都魯路七孔瀑布,滿州鄉,120.80129,22.02578
C1_315080900H_000226,港口吊橋,屏東縣,屏東縣滿洲鄉港口吊橋,滿州鄉,120.84194,21.98874
C1_315080900H_000227,九棚大沙漠,屏東縣,屏東縣滿洲鄉九棚大沙漠,滿州鄉,120.8763,22.11606
C1_315080900H_000228,滿州賞鷹,屏東縣,屏東縣恆春鎮墾丁路596號,滿州鄉,120.83841,22.04385
C1_315080900H_000235,鵝鑾鼻,屏東縣,屏東縣恆春鎮鵝鑾里鵝鑾路301號,恆春鎮,120.85111,21.90085
C1_315080900H_000236,龍坑自然生態保護區,屏東縣,屏東縣恆春鎮龍坑,恆春鎮,120.86485,21.90035
C1_315080900H_000238,白砂灣,屏東縣,屏東縣恆春鎮白砂灣,恆春鎮,120.71759,21.93465
C1_315080900H_000240,瓊麻工業歷史展示區,屏東縣,屏東縣恒春鎮草潭路4號,恆春鎮,120.74177,21.96509
C1_315080900H_000241,小灣,屏東縣,屏東縣恆春鎮小灣,恆春鎮,120.80513,21.94126
C1_315080900H_000244,落日灣,屏東縣,屏東縣東港鎮落日灣,東港鎮,120.48555,22.44443
C1_315080900H_000245,映霞橋亭,屏東縣,屏東縣東港鎮映霞橋亭,東港鎮,120.49183,22.44131
C1_315080900H_000317,三孔橋,屏東縣,屏東縣東港鎮大鵬灣環灣道路,東港鎮,120.47316,22.45595
C1_315080900H_000318,公二平台(水域遊憩新場所),屏東縣,屏東縣東港鎮大鵬灣紅樹林復育濕地公園,東港鎮,120.45864,22.45215
C1_315081000H_020102,白沙港,連江縣,連江縣北竿白沙港,北竿鄉,119.9688,26.20531
C1_315081000H_020104,坂里沙灘,連江縣,連江縣北竿坂里沙灘,北竿鄉,119.97473,26.2142
C1_315081000H_020110,壁山,連江縣,連江縣北竿鄉壁山,北竿鄉,119.99158,26.22557
C1_315081000H_020180,莒光遊客中心,,連江縣莒光鄉福正村1號,,119.98534,25.96183
C1_315081000H_020181,三連嶼,連江縣,連江縣北竿鄉三連嶼,北竿鄉,119.99826,26.22457
C1_315081000H_020182,福正聚落,,連江縣莒光鄉福正聚落,,119.98679,25.96325
C1_315081000H_020183,福正沙灘,,連江縣莒光鄉福正沙灘,,119.98679,25.96325
C1_315081000H_020184,東莒島燈塔(東犬燈塔),,連江縣莒光鄉福正村56號之1,,119.99058,25.96404
C1_315081000H_020185,神祕小海灣,,連江縣莒光鄉神秘小海灣,,119.98237,25.95668
C1_315081000H_020186,大浦聚落,,連江縣莒光鄉大浦聚落,,119.97691,25.95182
C1_315081000H_020187,熾坪隴考古遺址,連江縣,連江縣莒光鄉大坪村西側海邊,莒光鄉,119.98136,25.96521
C1_315081000H_020188,魚路古道,連江縣,連江縣莒光鄉魚路古道,莒光鄉,119.97173,25.95787
C1_315081000H_020189,大埔石刻,,連江縣莒光鄉大埔石刻,,119.96714,25.94645
C1_315081000H_020190,林坳嶼,,連江縣莒光鄉林坳嶼,,119.96761,25.94257
C1_315081000H_020191,西牛嶼,,連江縣莒光鄉西牛嶼,,119.97899,25.9692
C1_315081000H_020192,中流嶼,,連江縣莒光鄉中流嶼,,119.97983,25.97003
C1_315081000H_020193,青帆港,,連江縣莒光鄉青帆港,,119.93536,25.96633
C1_315081000H_020194,菜浦澳,,連江縣莒光鄉菜浦澳,,119.94784,25.9785
C1_315081000H_020195,樂道澳,連江縣,連江縣莒光鄉樂道澳水庫,莒光鄉,119.93578,25.97692
C1_315081000H_020196,蛇山,,連江縣莒光鄉蛇島,,119.92597,25.97303
C1_315081000H_020197,北竿遊客中心,連江縣,連江縣北竿鄉坂里村47號,北竿鄉,119.97456,26.21627
C1_315081000H_020198,碧園,連江縣,連江縣北竿鄉碧園,北竿鄉,119.99012,26.22077
C1_315081000H_020199,芹壁聚落,連江縣,連江縣北竿鄉芹壁聚落,北竿鄉,119.98366,26.22478
C1_315081000H_020200,龜島,連江縣,連江縣北竿鄉龜島,北竿鄉,119.98312,26.22684
C1_315081000H_020201,橋仔聚落,連江縣,連江縣北竿鄉橋仔聚落,北竿鄉,119.99376,26.23491
C1_315081000H_020202,塘后道沙灘,,連江縣北竿鄉塘後道沙灘,,120.00477,26.22283
C1_315081000H_020203,后澳村,連江縣,連江縣北竿鄉后澳村,北竿鄉,120.00997,26.22498
C1_315081000H_020204,戰爭和平紀念公園主題館,連江縣,連江縣北竿鄉戰爭和平紀念公園主題館,北竿鄉,120.00854,26.22059
C1_315081000H_020205,螺山自然步道,連江縣,連江縣北竿鄉螺山自然步道,北竿鄉,120.00826,26.22015
C1_315081000H_020206,戰爭和平紀念公園,連江縣,連江縣北竿鄉戰爭和平紀念公園,北竿鄉,120.0064,26.22301
C1_315081000H_020207,大坵,連江縣,連江縣北竿鄉大坵島,北竿鄉,120.00114,26.24712
C1_315081000H_020208,八八坑道,連江縣,連江縣南竿鄉復興村208號,南竿鄉,119.95325,26.1603
C1_315081000H_020209,馬祖酒廠,連江縣,連江縣南竿鄉復興村208號,南竿鄉,119.95147,26.16124
C1_315081000H_020210,牛角聚落,連江縣,連江縣南竿鄉牛角聚落,南竿鄉,119.95238,26.16337
C1_315081000H_020211,蔬菜公園,連江縣,連江縣南竿鄉介壽村蔬菜公園,南竿鄉,119.95203,26.15678
C1_315081000H_020212,枕戈待旦紀念公園,連江縣,連江縣南竿鄉枕戈待旦紀念公園,南竿鄉,119.94014,26.15589
C1_315081000H_020213,福清自行車道,連江縣,連江縣南竿鄉福清自行車道,南竿鄉,119.93945,26.1573
C1_315081000H_020214,民俗文物館,連江縣,連江縣南竿鄉清水村135號,南竿鄉,119.93557,26.15027
C1_315081000H_020215,經國先生紀念堂,連江縣,連江縣南竿鄉經國先生紀念堂,南竿鄉,119.93432,26.15073
C1_315081000H_020216,勝利山莊,連江縣,連江縣南竿鄉清水村勝利山莊,南竿鄉,119.9347,26.15331
